ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 10
 path_based renewable label = 10


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 223:   0 2 0 0 0 0 1 1 1 0 1 0 0 3 0 0
 Node 224:   1 0 0 0 1 0 0 0 0 2 0 0 0 0 1 1
 Node 225:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 226:   1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1
 Node 227:   0 1 0 1 0 0 1 1 0 0 2 0 0 0 0 0
 Node 228:   1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
 Node 229:   1 1 0 0 0 0 1 1 0 0 2 0 0 0 0 0
 Node 230:   2 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1
 Node 231:   2 2 0 1 0 0 1 1 0 0 2 0 0 0 0 0
 Node 232:   2 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1
 Node 233:   1 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 234:   1 2 0 1 1 0 0 0 0 0 0 0 0 0 1 1
 Node 235:   0 2 0 1 0 0 1 1 0 0 2 0 0 0 0 0
 Node 236:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 237:   0 2 0 1 0 0 1 1 0 0 2 0 0 0 0 0
 Node 238:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 239:   0 2 0 0 0 0 1 1 1 0 2 0 0 0 0 0
 Node 240:   1 0 0 0 3 0 0 0 0 2 1 0 0 1 1 1
 Node 241:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 242:   1 0 0 1 3 0 0 0 0 1 0 0 0 0 1 1
 Node 243:   0 1 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 244:   2 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 245:   2 1 0 0 0 0 1 1 0 0 2 0 0 4 0 0
 Node 246:   2 1 0 1 7 0 0 0 0 0 1 0 0 3 1 1
 Node 247:   2 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 248:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 249:   2 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 250:   2 2 0 1 3 0 0 0 0 0 0 0 0 0 1 1
 Node 251:   0 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 252:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 253:   0 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 254:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 255:   0 2 0 0 0 0 1 1 1 0 2 0 0 4 0 0
 Node 256:   1 0 0 0 4 0 0 0 0 1 0 2 0 0 1 1
 Node 257:   1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0
 Node 258:   1 0 0 0 4 0 0 0 0 1 0 0 0 0 1 1
 Node 259:   0 1 1 0 0 1 1 1 0 0 0 2 0 2 0 0
 Node 260:   1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 261:   1 1 1 0 0 1 1 1 0 0 0 2 0 2 0 0
 Node 262:   1 1 1 0 7 0 0 0 0 0 0 1 0 3 1 1
 Node 263:   1 2 1 0 0 1 1 1 0 0 0 2 0 2 0 0
 Node 264:   1 2 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 265:   1 2 1 0 0 1 1 1 0 0 0 2 0 2 0 0
 Node 266:   1 1 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 267:   0 1 2 0 1 1 1 1 0 0 0 2 0 2 0 0
